BioSample	Experiment	MBases	MBytes	Run	SRA_Sample	Sample_Name	Assay_Type	AssemblyName	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	age	cell_type	marker_genes	source_name	strain	tissue
SAMN08622126	SRX3749922	13	6	SRR6790732	SRS3007304	GSM3025866	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622092	SRX3749955	15	7	SRR6790765	SRS3006177	GSM3025899	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622091	SRX3749956	12	6	SRR6790766	SRS3006167	GSM3025900	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622158	SRX3749957	13	6	SRR6790767	SRS3006162	GSM3025901	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622157	SRX3749958	9	4	SRR6790768	SRS3006168	GSM3025902	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622156	SRX3749959	19	9	SRR6790769	SRS3006179	GSM3025903	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622155	SRX3749960	13	6	SRR6790770	SRS3006216	GSM3025904	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622154	SRX3749961	20	10	SRR6790771	SRS3006194	GSM3025905	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622153	SRX3749962	16	8	SRR6790772	SRS3006187	GSM3025906	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622152	SRX3749963	12	6	SRR6790773	SRS3006164	GSM3025907	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622151	SRX3749964	22	11	SRR6790774	SRS3006219	GSM3025908	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622150	SRX3749965	11	5	SRR6790775	SRS3006228	GSM3025909	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622149	SRX3749966	14	7	SRR6790776	SRS3006181	GSM3025910	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622148	SRX3749967	20	10	SRR6790777	SRS3006189	GSM3025911	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622147	SRX3749968	13	7	SRR6790778	SRS3006199	GSM3025912	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622146	SRX3749969	14	7	SRR6790779	SRS3006170	GSM3025913	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622145	SRX3749970	14	7	SRR6790780	SRS3006172	GSM3025914	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622144	SRX3749971	14	7	SRR6790781	SRS3006174	GSM3025915	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622143	SRX3749972	18	9	SRR6790782	SRS3006178	GSM3025916	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622142	SRX3749973	16	8	SRR6790783	SRS3006180	GSM3025917	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622079	SRX3749974	12	6	SRR6790784	SRS3006202	GSM3025918	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622078	SRX3749975	18	9	SRR6790785	SRS3006212	GSM3025919	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622077	SRX3749976	9	4	SRR6790786	SRS3006201	GSM3025920	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622141	SRX3749977	12	6	SRR6790787	SRS3006182	GSM3025921	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622140	SRX3749978	16	8	SRR6790788	SRS3006204	GSM3025922	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622081	SRX3749979	17	8	SRR6790789	SRS3006183	GSM3025923	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622080	SRX3749980	16	8	SRR6790790	SRS3006252	GSM3025924	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622076	SRX3749981	8	4	SRR6790791	SRS3006184	GSM3025925	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622075	SRX3749982	9	4	SRR6790792	SRS3006186	GSM3025926	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622074	SRX3749983	16	8	SRR6790793	SRS3006213	GSM3025927	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622073	SRX3749984	16	8	SRR6790794	SRS3006188	GSM3025928	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622072	SRX3749985	17	8	SRR6790795	SRS3006209	GSM3025929	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622071	SRX3749986	11	5	SRR6790796	SRS3006241	GSM3025930	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622070	SRX3749987	6	4	SRR6790797	SRS3006191	GSM3025931	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622069	SRX3749988	15	7	SRR6790798	SRS3006192	GSM3025932	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622068	SRX3749989	12	6	SRR6790799	SRS3006211	GSM3025933	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622067	SRX3749990	8	5	SRR6790800	SRS3006193	GSM3025934	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622066	SRX3749991	14	7	SRR6790801	SRS3006195	GSM3025935	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622065	SRX3749992	3	2	SRR6790802	SRS3006196	GSM3025936	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622064	SRX3749993	15	7	SRR6790803	SRS3006257	GSM3025937	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622063	SRX3749994	13	6	SRR6790804	SRS3006271	GSM3025938	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622062	SRX3749995	8	5	SRR6790805	SRS3006218	GSM3025939	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622061	SRX3749996	27	13	SRR6790806	SRS3006200	GSM3025940	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622060	SRX3749997	18	9	SRR6790807	SRS3006251	GSM3025941	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622059	SRX3749998	4	2	SRR6790808	SRS3006205	GSM3025942	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622058	SRX3749999	19	9	SRR6790809	SRS3006231	GSM3025943	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622057	SRX3750000	2	2	SRR6790810	SRS3006206	GSM3025944	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622056	SRX3750001	10	5	SRR6790811	SRS3006233	GSM3025945	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622055	SRX3750002	7	3	SRR6790812	SRS3006210	GSM3025946	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622054	SRX3750003	18	9	SRR6790813	SRS3006253	GSM3025947	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622128	SRX3750004	16	8	SRR6790814	SRS3006234	GSM3025948	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08622127	SRX3750005	20	9	SRR6790815	SRS3006236	GSM3025949	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
SAMN08620117	SRX3750006	20	10	SRR6790816	SRS3006214	GSM3025950	RNA-Seq	GCF_000001635.20	43	PRJNA436229	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2018-03-01	Mus musculus	ILLUMINA	2018-11-23	SRP133642	14 weeks	cancer-associated fibroblasts (CAFs)	EpCAM-, CD45-, CD31-, NG2-	Mammary tumor fibroblast	FVB/N-Tg(MMTVPyVT)634Mul/J	Mammary tumor fibroblast
